smartram,smartram,
www.726.com,www.726.com,
cn.epochtimes.com,cn.epochtimes.com,
gadget.talk.renren.com,gadget.talk.renren.com,9.0
data.auto.sina.com.cn,data.auto.sina.com.cn,
data.book.163.com,data.book.163.com,
dx.soso.com,dx.soso.com,
Fit,fit,
SymCorpUI,symcorpui,
LoveLoad,loveload,
天宇打码端4,天宇打码端4,
stats,stats,
www.pingan.com,www.pingan.com,
xiu.56.com,xiu.56.com,
world.people.com.cn,world.people.com.cn,
MyPTC,myptc,
item.buy.qq.com,item.buy.qq.com,
home.51.com,home.51.com,
list.image.baidu.com,list.image.baidu.com,
FuckRouter,fuckrouter,
pop.game3737.com,pop.game3737.com,2.0
out.tuan800.com,out.tuan800.com,
rs.mytianhui.com,rs.mytianhui.com,
www.doudou.com,www.doudou.com,
china.huanqiu.com,china.huanqiu.com,
gouwu.hao123.com,gouwu.hao123.com,
bai,bai,
v.naqigs.com,v.naqigs.com,
media.17173.com,media.17173.com,
baidu.lehecai.com,baidu.lehecai.com,
CVH,cvh,
upay.10010.com,upay.10010.com,10.0
tech.hexun.com,tech.hexun.com,
product.pchome.net,product.pchome.net,
p.tuigoo.com,p.tuigoo.com,
news.china.com.cn,news.china.com.cn,5.0
www.265tv.com,www.265tv.com,
pass.tmall.com,pass.tmall.com,
passport.115.com,passport.115.com,
resmkt.dipan.com,resmkt.dipan.com,
news.17173.com,news.17173.com,5.0
tg.wowan365.com,tg.wowan365.com,
outlfltr2007-kb2598290-fullfile-x86-glb.exe,outlfltr2007-kb2598290-fullfile-x86-glb,
超强QQ农场助手,超强qq农场助手,
ww2.sinaimg.cn,ww2.sinaimg.cn,
we,we,
status.renren.com,status.renren.com,9.0
vdisk.weibo.com,vdisk.weibo.com,
ABCUsertool,abcusertool,
web.qq.com,web.qq.com,
DJL_Loader,djl_loader,
sh.58.com,sh.58.com,11.0
SpeedGame,speedgame,2.0
SanGuo,sanguo,
4g.isurveylink.com,4g.isurveylink.com,
query1.sto-express.cn,query1.sto-express.cn,
match.sports.sina.com.cn,match.sports.sina.com.cn,
AUTOSTAR,autostar,
tuku.military.china.com,tuku.military.china.com,
six.surveys.com,six.surveys.com,
passport.yihaodian.com,passport.yihaodian.com,
v.6.cn,v.6.cn,
ts.51ban.cn,ts.51ban.cn,
nba2k12,nba2k12,
AngryBirdsSpace,angrybirdsspace,2.0
sport.taobao.com,sport.taobao.com,11.0
survey11.ssisurveys.com,survey11.ssisurveys.com,
survey12.ssisurveys.com,survey12.ssisurveys.com,
survey13.toluna.com,survey13.toluna.com,
survey14.ssisurveys.com,survey14.ssisurveys.com,
survey17.ssisurveys.com,survey17.ssisurveys.com,
winning,winning,
surveydispatch.emisurveys.com,surveydispatch.emisurveys.com,
mail.sohu.com,mail.sohu.com,5.0
shopping.dangdang.com,shopping.dangdang.com,11.0
fanli.etao.com,fanli.etao.com,
book.ifeng.com,book.ifeng.com,
南京证券,南京证券,
M1网络打码终端1,m1网络打码终端1,
eettr.r.arpg2.com,eettr.r.arpg2.com,
book.qq.com,book.qq.com,
cm.qzs.qq.com,cm.qzs.qq.com,
MyIE,myie,
101.mnwan.com,101.mnwan.com,
KwInfos,kwinfos,
I3BTool_ABC,i3btool_abc,
www.miercn.com,www.miercn.com,
baoxian.taobao.com,baoxian.taobao.com,11.0
zt2.ztgame.com,zt2.ztgame.com,2.0
www.daodao18.com,www.daodao18.com,
fassistant,fassistant,
finance.stockstar.com,finance.stockstar.com,
FlashUtil32_11_2_202_235_Plugin,flashutil32_11_2_202_235_plugin,
www.viidii.com,www.viidii.com,
咖啡打码端4,咖啡打码端4,
fg730p,fg730p,
digi.aili.com,digi.aili.com,
HPWA_Main,hpwa_main,
flashget,flashget,
joey_pc_cn,joey_pc_cn,
haoma.qq.com,haoma.qq.com,
InfoClient,infoclient,
hotel.elong.com,hotel.elong.com,
bihua,bihua,
chong.qq.com,chong.qq.com,
快播5,快播5,1.0
ftpte,ftpte,
www.ali213.net,www.ali213.net,
HideWizard,hidewizard,
chexian.pingan.com,chexian.pingan.com,
Hpqdirec,hpqdirec,
finance.chinanews.com,finance.chinanews.com,5.0
ebspay.boc.cn,ebspay.boc.cn,10.0
www.dzwww.com,www.dzwww.com,
img1.gtimg.com,img1.gtimg.com,
www.cqcb.com,www.cqcb.com,
www.zto.cn,www.zto.cn,
eyun,eyun,
chat,chat,
www.vdisk.cn,www.vdisk.cn,
mix.pengyou.com,mix.pengyou.com,
post.58.com,post.58.com,11.0
www.bitauto.com,www.bitauto.com,
www.ideaclub.cn,www.ideaclub.cn,
hao.rising.cn,hao.rising.cn,
survey.51poll.com,survey.51poll.com,
Dserui,dserui,
zy.youku.com,zy.youku.com,1.0
鸿烨上勤仓库管理系统,鸿烨上勤仓库管理系统,
luxury.qq.com,luxury.qq.com,
www.baidu.c,www.baidu.c,
www.yulesp.com,www.yulesp.com,
UNWISE.EXE,unwise,
BSSAClient,bssaclient,
Weibo2012,weibo2012,
car.auto.ifeng.com,car.auto.ifeng.com,
M网络打码终端1,m网络打码终端1,
tv.2345.com,tv.2345.com,
xyqsvc,xyqsvc,
www.battlenet.com.cn,www.battlenet.com.cn,
p.is7m.com,p.is7m.com,
service.js.10086.cn,service.js.10086.cn,
xybor.r.arpg2.com,xybor.r.arpg2.com,
passport.xiaomi.com,passport.xiaomi.com,
金财神_升级版,金财神_升级版,
dmd-newsletter.91wenwen.net,dmd-newsletter.91wenwen.net,5.0
taobao,taobao,11.0
tao.etao.com,tao.etao.com,
Wywz,wywz,
www.moonbasa.com,www.moonbasa.com,
www.ct10000.com,www.ct10000.com,
dda,dda,
wuliu.paipai.com,wuliu.paipai.com,
hezuo.xings.net,hezuo.xings.net,
www.sd.10086.cn,www.sd.10086.cn,
search.gome.com.cn,search.gome.com.cn,
126.am,126.am,
按键精灵7,按键精灵7,
survey.smartcogs.com,survey.smartcogs.com,
wt.taobao.com,wt.taobao.com,11.0
user.55tuan.com,user.55tuan.com,
vt.vancl.com,vt.vancl.com,
ww4.sinaimg.cn,ww4.sinaimg.cn,
www.lehecai.com,www.lehecai.com,
defaultsoftset,defaultsoftset,
www2.im.alisoft.com,www2.im.alisoft.com,
netbeans,netbeans,
www.nala.com.cn,www.nala.com.cn,
conew,conew,
CrashReporter,crashreporter,
DXPServer,dxpserver,
breast.4738.com,breast.4738.com,
search8.taobao.com,search8.taobao.com,11.0
XinliGREClient,xinligreclient,
SuperCare,supercare,
www.189.cn,www.189.cn,
ent.huanqiu.com,ent.huanqiu.com,
naozhong.qq.com,naozhong.qq.com,
TGStart32,tgstart32,
www.taobao,www.taobao,11.0
sysocmgr,sysocmgr,
QvodTerminal,qvodterminal,
iKuPlayer,ikuplayer,3.0
DataSafeOnline,datasafeonline,
as.baidu.com,as.baidu.com,
QvodTip,qvodtip,
3c.taobao.com,3c.taobao.com,11.0
RegSrvc,regsrvc,
survey15.ssisurveys.com,survey15.ssisurveys.com,
361london.qq.com,361london.qq.com,
RTXMsgManager,rtxmsgmanager,
survey13.ssisurveys.com,survey13.ssisurveys.com,
www.lawtime.cn,www.lawtime.cn,
www.1310.net,www.1310.net,
i.renren.com,i.renren.com,9.0
GameLogin,gamelogin,2.0
PartsCatalog,partscatalog,
udb.duowan.com,udb.duowan.com,
www.songtaste.com,www.songtaste.com,
v2.epanel.com.cn,v2.epanel.com.cn,
mpnex20,mpnex20,
stock.hexun.com,stock.hexun.com,
top.taobao.com,top.taobao.com,11.0
game.kuwo.cn,game.kuwo.cn,2.0
地址发布工具V3,地址发布工具v3,
KuaiwanWebgame,kuaiwanwebgame,2.0
Vote,vote,
www.sohutv484012.kangca.com,www.sohutv484012.kangca.com,5.0
juhui.tenpay.com,juhui.tenpay.com,10.0
v.2012.qq.com,v.2012.qq.com,
MxUp,mxup,
rralbum,rralbum,
Shoper,shoper,
photo.auto.sina.com.cn,photo.auto.sina.com.cn,
vid.atm.youku.com,vid.atm.youku.com,1.0
pes2011,pes2011,
bbs.anzhi.com,bbs.anzhi.com,9.0
flights.ctrip.com,flights.ctrip.com,
aclick9.wisemediakcl.com,aclick9.wisemediakcl.com,
wcsinit,wcsinit,
accounts.ctrip.com,accounts.ctrip.com,
FileZilla,filezilla,
dl.pps.tv,dl.pps.tv,
translate.google.com.hk,translate.google.com.hk,
qtupd,qtupd,
alicnotify,alicnotify,
ONENOTE,onenote,
www.500wan.com,www.500wan.com,
11.198game.net,11.198game.net,2.0
www.51etong.com,www.51etong.com,
web.sanguosha.com,web.sanguosha.com,
china.makepolo.com,china.makepolo.com,
bbs.paipai.com,bbs.paipai.com,9.0
Icd,icd,
biz.10010.com,biz.10010.com,
keyside.r.arpg2.com,keyside.r.arpg2.com,
style.sina.com.cn,style.sina.com.cn,
benefitprod.alipay.com,benefitprod.alipay.com,10.0
QTRadio 3,qtradio 3,
union.suning.com,union.suning.com,
QT2,qt2,
weibo.10086.cn,weibo.10086.cn,
query2.sto-express.cn,query2.sto-express.cn,
MPMon,mpmon,
winnine.r.arpg2.com,winnine.r.arpg2.com,
冒險伴侶,冒險伴侶,2.0
tuan.qunar.com,tuan.qunar.com,
go.qq.com,go.qq.com,
www.9ask.cn,www.9ask.cn,
KanKanUD,kankanud,
club.eladies.sina.com.cn,club.eladies.sina.com.cn,
wlmj,wlmj,
www.ip138.com,www.ip138.com,
Alibrowser,alibrowser,
HprSnap6,hprsnap6,
baike.china.alibaba.com,baike.china.alibaba.com,
EasyAgent,easyagent,
PCSuite,pcsuite,
sh.114so.cn,sh.114so.cn,
www.meitoo.org,www.meitoo.org,
category.dangdang.com,category.dangdang.com,11.0
myeclipse,myeclipse,
star.news.sohu.com,star.news.sohu.com,5.0
tlbbKey,tlbbkey,
cb.qq.com,cb.qq.com,
E_FARNBXP,e_farnbxp,
s.vancl.com,s.vancl.com,
115UDown_3,115udown_3,
e.etao.com,e.etao.com,
z.t.qq.com,z.t.qq.com,
www.pcauto.com.cn,www.pcauto.com.cn,
shanghai.baixing.com,shanghai.baixing.com,
www.ranwen.com,www.ranwen.com,
175Client,175client,
www..com,www..com,
www.lvmama.com,www.lvmama.com,
fuwu.taobao.com,fuwu.taobao.com,11.0
www.cqvip.com,www.cqvip.com,
bell,bell,
www.elong.com,www.elong.com,
prototypef,prototypef,
SGRepairTool,sgrepairtool,
mcuicnt,mcuicnt,
fight.qq.com,fight.qq.com,
YouCamTray,youcamtray,
wab,wab,
p.club.news.sohu.com,p.club.news.sohu.com,5.0
data.m,data.m,
home.focus.cn,home.focus.cn,
优酷客户端_3,优酷客户端_3,1.0
opinion.huanqiu.com,opinion.huanqiu.com,
Photoshp,photoshp,
www.xdowns.com,www.xdowns.com,
9158,9158,11.0
9yin.woniu.com,9yin.woniu.com,
nbbbs.zol.com.cn,nbbbs.zol.com.cn,9.0
www.showji.com,www.showji.com,
crm2.qq.com,crm2.qq.com,
www.fjsen.com,www.fjsen.com,
T2BOX,t2box,
star.taobao.com,star.taobao.com,11.0
mm.10086.cn,mm.10086.cn,
db.gamersky.com,db.gamersky.com,2.0
book.zongheng.com,book.zongheng.com,
s.ershou.taobao.com,s.ershou.taobao.com,11.0
s.51buy.com,s.51buy.com,
www.meishij.net,www.meishij.net,
www.lieqi.org,www.lieqi.org,
www.zhenai.com,www.zhenai.com,
DMZ,dmz,
cs.37see.com,cs.37see.com,
survey.admaster.com.cn,survey.admaster.com.cn,
wangyou.pcgames.com.cn,wangyou.pcgames.com.cn,2.0
www.guess365.com,www.guess365.com,
bj.nuomi.com,bj.nuomi.com,
movie.tudou.com,movie.tudou.com,
p.17kuxun.com,p.17kuxun.com,
g.163.com,g.163.com,
up4.kuwan8.com,up4.kuwan8.com,
www.g263.com,www.g263.com,
NZjJxTtMjClient,nzjjxttmjclient,
book.douban.com,book.douban.com,
Handstar,handstar,
www.g,www.g,
srdshow,srdshow,
web.4399.com,web.4399.com,
act.tuan.qq.com,act.tuan.qq.com,
ac.yy67.com,ac.yy67.com,
web.3366.com,web.3366.com,
bj.meituan.com,bj.meituan.com,11.0
game.weibo.com,game.weibo.com,2.0
sports.21cn.com,sports.21cn.com,
CNSLMAIN,cnslmain,
focus.tianya.cn,focus.tianya.cn,
www.ntdtv.com,www.ntdtv.com,
Tractor,tractor,
you.joy.cn,you.joy.cn,
jf.taobao.com,jf.taobao.com,11.0
PCCompanion,pccompanion,
www.pc6.com,www.pc6.com,
yygamelive,yygamelive,2.0
www.it168.com,www.it168.com,
tuan.etao.com,tuan.etao.com,
www.iqsn.de,www.iqsn.de,
logintool2090,logintool2090,
tuan.sogou.com,tuan.sogou.com,
文字滚动,文字滚动,
isky,isky,
QQSafeGuarder,qqsafeguarder,
interface.mail.10086.cn,interface.mail.10086.cn,6.0
jie.taobao.com,jie.taobao.com,11.0
www1.gfk-wi.com,www1.gfk-wi.com,
input.vote.qq.com,input.vote.qq.com,
infologin,infologin,
WatchSAFE_CCB_Pro_v3.4.0_LOW.exe,watchsafe_ccb_pro_v3.4.0_low,
SRPFT,srpft,
passport.tianya.cn,passport.tianya.cn,
passport.sohu.com,passport.sohu.com,5.0
in.yrwan.com,in.yrwan.com,
pp.sohu.com,pp.sohu.com,5.0
PKPM2010,pkpm2010,
ResearchHelper,researchhelper,
passport.51fanli.com,passport.51fanli.com,
sh.womai.com,sh.womai.com,
qqapp.qq.com,qqapp.qq.com,
avgui,avgui,
FileScan,filescan,
MotoHelperAgent,motohelperagent,
shops.55tuan.com,shops.55tuan.com,
FRTask,frtask,
FSCapture,fscapture,
苹果任务栏,苹果任务栏,
梦想打码端4,梦想打码端4,
bbs.mumayi.com,bbs.mumayi.com,9.0
QdeskSwt,qdeskswt,
pic.sohu.com,pic.sohu.com,5.0
RoboTaskBarIcon,robotaskbaricon,
dotwo.r.arpg2.com,dotwo.r.arpg2.com,
bbs.house.ifeng.com,bbs.house.ifeng.com,9.0
SM6,sm6,
jifen.feixin.10086.cn,jifen.feixin.10086.cn,
ngcAd,ngcad,
news.youku.com,news.youku.com,1.0
AgentQuery,agentquery,
city.ifeng.com,city.ifeng.com,
www.jj.cn,www.jj.cn,
cl.eye.rs,cl.eye.rs,
top.baidu.com,top.baidu.com,
zhangdan.alipay.com,zhangdan.alipay.com,10.0
cboxbeta2.3.0.0.exe,cboxbeta2.3.0.0,
MyBrowserCash,mybrowsercash,
bbs.3dmgame.com,bbs.3dmgame.com,2.0
video.soso.com,video.soso.com,1.0
so.cntv.cn,so.cntv.cn,1.0
r.researchpanelasia.com,r.researchpanelasia.com,
searchex.buy.qq.com,searchex.buy.qq.com,
product.cnmo.com,product.cnmo.com,
www.cnbeta.com,www.cnbeta.com,
x.joy.cn,x.joy.cn,
tw.ifeng.com,tw.ifeng.com,
后三直选1,后三直选1,
ask.zol.com.cn,ask.zol.com.cn,
QQImage,qqimage,
webchat.b.qq.com,webchat.b.qq.com,
company.ch.gongchang.com,company.ch.gongchang.com,
taobao.51fanli.com,taobao.51fanli.com,11.0
i.xunlei.com,i.xunlei.com,
c.pc.qq.com,c.pc.qq.com,
comic.youku.com,comic.youku.com,1.0
BsSndRpt,bssndrpt,
GongZi,gongzi,
中恒医院信息管理系统,中恒医院信息管理系统,
search.sina.com.cn,search.sina.com.cn,
price.pcauto.com.cn,price.pcauto.com.cn,
huati.weibo.com,huati.weibo.com,
thepanelstation.dubinterviewer.com,thepanelstation.dubinterviewer.com,
百路发论坛专用版,百路发论坛专用版,
survey10.ssisurveys.com,survey10.ssisurveys.com,
GameSetMan,gamesetman,2.0
www.che168.com,www.che168.com,
MSACCESS,msaccess,
www.narutom.com,www.narutom.com,
vod.xunlei.com,vod.xunlei.com,
ACDSeeQV12,acdseeqv12,
emulator-arm,emulator-arm,
society.huanqiu.com,society.huanqiu.com,
www.kugou.com,www.kugou.com,1.0
GOnline,gonline,
AutoPatch,autopatch,
tiao.jianghu.taobao.com,tiao.jianghu.taobao.com,11.0
ACDSeeQVPro3,acdseeqvpro3,
tv.cntv.cn,tv.cntv.cn,1.0
surveys.pollg.com,surveys.pollg.com,
cn.mg20.mail.yahoo.com,cn.mg20.mail.yahoo.com,6.0
m2.iclick.cn,m2.iclick.cn,
tianya.cn,tianya.cn,
LauncherUpdator,launcherupdator,
driver.zol.com.cn,driver.zol.com.cn,
www.taidu8.com.cn,www.taidu8.com.cn,
TVPlayer,tvplayer,3.0
左林通达信短线高手主力版,左林通达信短线高手主力版,
vacations.ctrip.com,vacations.ctrip.com,
SNShellService,snshellservice,
BOCNET_Client,bocnet_client,
fontview,fontview,
dlc2.pconline.com.cn,dlc2.pconline.com.cn,
www.kanglu.com,www.kanglu.com,
bbs.meizu.com,bbs.meizu.com,9.0
NielsenOnline,nielsenonline,
Lobby.run,lobby.run,
netgmt,netgmt,
ONENOTEM,onenotem,
bbs.pcbeta.com,bbs.pcbeta.com,9.0
www.lexun.cn,www.lexun.cn,
Nobu10,nobu10,
doc.mbalib.com,doc.mbalib.com,
quan.etao.com,quan.etao.com,
bc.ifeng.com,bc.ifeng.com,
www.isurveylink.com,www.isurveylink.com,
qywy.120ask.com,qywy.120ask.com,
qz.jianghu.taobao.com,qz.jianghu.taobao.com,11.0
RecItemEditor,recitemeditor,
www.hunantv.com,www.hunantv.com,
dianying.2345.com,dianying.2345.com,
2012.baidu.com,2012.baidu.com,
usercp.jiayuan.com,usercp.jiayuan.com,
en.wikipedia.org,en.wikipedia.org,
myhenan.qq.com,myhenan.qq.com,
nvtray,nvtray,
baa.bitauto.com,baa.bitauto.com,
detail.etao.com,detail.etao.com,
open.cb.qq.com,open.cb.qq.com,
www.kuaipan.cn,www.kuaipan.cn,
微博通,微博通,
news.shangdu.com,news.shangdu.com,5.0
escndv,escndv,
fashion.163.com,fashion.163.com,
aucltqd,aucltqd,
www.xigua110.com,www.xigua110.com,
rmup,rmup,
www.tompda.com,www.tompda.com,
displayswitch,displayswitch,
www.ihush.com,www.ihush.com,
amos.im.alisoft.com,amos.im.alisoft.com,
PPStreamPortable,ppstreamportable,
www.ithome.com,www.ithome.com,
bbs.163.com,bbs.163.com,9.0
user.s5.qzone.qq.com,user.s5.qzone.qq.com,
www.hotmail.com,www.hotmail.com,6.0
p4psearch.china.alibaba.com,p4psearch.china.alibaba.com,
q.uu1758.com,q.uu1758.com,11.0
i.etao.com,i.etao.com,
xfplay,xfplay,
cj.gw.com.cn,cj.gw.com.cn,
中国建设银行E路护航网银安全组件.exe,中国建设银行e路护航网银安全组件,10.0
xian.qq.com,xian.qq.com,
www.bxwx.org,www.bxwx.org,
click.cm.sandai.net,click.cm.sandai.net,
cn.reuters.com,cn.reuters.com,
Diablo III,diablo iii,
TweakCube3,tweakcube3,
poi.mapbar.com,poi.mapbar.com,
www.chachaba.com,www.chachaba.com,
hunan.voc.com.cn,hunan.voc.com.cn,
hn.qq.com,hn.qq.com,
wwv.ranwen.com,wwv.ranwen.com,
www.mop.com,www.mop.com,
Bridge,bridge,
"www,","www,",
www.zuzha.com,www.zuzha.com,
StorageTool,storagetool,
TrayService,trayservice,
37wan神曲极速登录器,37wan神曲极速登录器,
bus.mapbar.com,bus.mapbar.com,
www.1,www.1,
mama.baidu.com,mama.baidu.com,
www.cint.com,www.cint.com,
www.cib.com.cn,www.cib.com.cn,
QQ农牧餐三合一助手,qq农牧餐三合一助手,2.0
caipiao.tenpay.com,caipiao.tenpay.com,10.0
www.anjuke.com,www.anjuke.com,
iphone.tgbus.com,iphone.tgbus.com,
club.topsage.com,club.topsage.com,
pay.95559.com.cn,pay.95559.com.cn,10.0
新世纪打码端4,新世纪打码端4,
club.sohu.com,club.sohu.com,5.0
游戏启动,游戏启动,2.0
login.vancl.com,login.vancl.com,
live.brainjuicer.com,live.brainjuicer.com,
isurvey.ipsos.com.cn,isurvey.ipsos.com.cn,
www.aifang.com,www.aifang.com,
热带鱼屏保.scr,热带鱼屏保.scr,
sh.ganji.com,sh.ganji.com,
item.vjia.com,item.vjia.com,
EfficientStickyNotes,efficientstickynotes,
club.women.sohu.com,club.women.sohu.com,5.0
pcedu.pconline.com.cn,pcedu.pconline.com.cn,
QQPCRTP,qqpcrtp,
cmpay.10086.cn,cmpay.10086.cn,10.0
121.156.104.79,121.156.104.79,
QQPYLiveUp,qqpyliveup,
ECP,ecp,
passport.99bill.com,passport.99bill.com,
EH,eh,
www.pepsitmall.com,www.pepsitmall.com,
ADWindow,adwindow,
支付宝数字证书控件_2,支付宝数字证书控件_2,
支付宝数字证书控件_2.0.0.5.exe,支付宝数字证书控件_2.0.0.5,
疯狂五子连珠,疯狂五子连珠,2.0
p3.1lo0.net,p3.1lo0.net,
MPlayer,mplayer,3.0
HAPDK,hapdk,
HongXing,hongxing,
QiWan,qiwan,
www.ffdy.cc,www.ffdy.cc,
DCSHelper,dcshelper,
static.down.gougou.com,static.down.gougou.com,
zone.tudou.com,zone.tudou.com,
start,start,
zone.mail.10086.cn,zone.mail.10086.cn,6.0
gift.renren.com,gift.renren.com,9.0
mobsync,mobsync,
mobile.it168.com,mobile.it168.com,
www.shm.com.cn,www.shm.com.cn,
PowerDVD,powerdvd,
mobile.139shop.com,mobile.139shop.com,
cross-tab2.dubinterviewer.com,cross-tab2.dubinterviewer.com,
pt.rbc.cn,pt.rbc.cn,
lianliankan,lianliankan,
static.youku.com,static.youku.com,1.0
IE8-WindowsXP-x86-CHS,ie8-windowsxp-x86-chs,
msn.tv.sohu.com,msn.tv.sohu.com,5.0
msn.huanqiu.com,msn.huanqiu.com,
msn.ent.ynet.com,msn.ent.ynet.com,
msg.jiayuan.com,msg.jiayuan.com,
Adobe Audition,adobe audition,
Lord,lord,
网络编辑超级工具箱,网络编辑超级工具箱,
china.caixin.com,china.caixin.com,
7.qq.com,7.qq.com,
travel.163.com,travel.163.com,
hao.17173.com,hao.17173.com,
按键精灵6,按键精灵6,
wujieliulan.com,wujieliulan.com,
speed.qq.com,speed.qq.com,
coolpro2,coolpro2,
u.xcy8.com,u.xcy8.com,
www.zhuzhu.cc,www.zhuzhu.cc,
www.dbank.com,www.dbank.com,10.0
health.sina.com.cn,health.sina.com.cn,
count.chanet.com.cn,count.chanet.com.cn,
HP1006SM,hp1006sm,
www.4008823823.com.cn,www.4008823823.com.cn,
ExtensionManager,extensionmanager,
QuickTimePlayer,quicktimeplayer,3.0
PurePlayer,pureplayer,3.0
Ssms,ssms,
HebmjClient,hebmjclient,
www.milnews2.com,www.milnews2.com,5.0
k.ifeng.com,k.ifeng.com,
pic.people.com.cn,pic.people.com.cn,
RA3EP1,ra3ep1,
u493025.778669.com,u493025.778669.com,
www.quanmama.com,www.quanmama.com,
travel.sohu.com,travel.sohu.com,5.0
www.qianjiao.cn,www.qianjiao.cn,
超好用换IP工具,超好用换ip工具,
click.mediav.com,click.mediav.com,
www.kanhaha.com,www.kanhaha.com,
piao.qq.com,piao.qq.com,
transerr,transerr,
www.qqtn.com,www.qqtn.com,
dl_dir.qq.com,dl_dir.qq.com,
www.tao,www.tao,
bbs.rednet.cn,bbs.rednet.cn,9.0
v.book.ifeng.com,v.book.ifeng.com,
click.linktech.cn,click.linktech.cn,
68.168.19.92:8088,68.168.19.92:8088,
photos.caixin.com,photos.caixin.com,
www.qutao.com,www.qutao.com,
www.ta,www.ta,
politics.people.com.cn,politics.people.com.cn,
diy.pconline.com.cn,diy.pconline.com.cn,
cn.wsj.com,cn.wsj.com,
www.paypal.com,www.paypal.com,10.0
book.dangdang.com,book.dangdang.com,11.0
www.sh.10086.cn,www.sh.10086.cn,
ShowContainer,showcontainer,
upload.renren.com,upload.renren.com,9.0
www.mizhe.com,www.mizhe.com,
profile.jiayuan.com,profile.jiayuan.com,
test.51poll.com,test.51poll.com,
cpro.baidu.com,cpro.baidu.com,
beijing.lashou.com,beijing.lashou.com,
www.mengmai.com,www.mengmai.com,
www.liketuan.com,www.liketuan.com,
p.ftuan.com,p.ftuan.com,
data.house.sina.com.cn,data.house.sina.com.cn,
www.mtime.com,www.mtime.com,
18.oliverhuang.net,18.oliverhuang.net,
outmem.taobao.com,outmem.taobao.com,11.0
task.zhubajie.com,task.zhubajie.com,
守望自动关机,守望自动关机,
www.shuoshuo520.com,www.shuoshuo520.com,
608.mnwan.com,608.mnwan.com,
www.sina.com,www.sina.com,
NetScaning,netscaning,
q.etao.com,q.etao.com,
culture.people.com.cn,culture.people.com.cn,
www.lvshou.com,www.lvshou.com,
beauty.dove.com.cn,beauty.dove.com.cn,
tl.changyou.com,tl.changyou.com,
MakeRing,makering,
bbs.xiaomi.cn,bbs.xiaomi.cn,9.0
diaochabus.com,diaochabus.com,
191.mnwan.com,191.mnwan.com,
club.weibo.com,club.weibo.com,
dianqi.tmall.com,dianqi.tmall.com,
TPCHWMsg,tpchwmsg,
tuzi.r.arpg2.com,tuzi.r.arpg2.com,
tieba.baidu.com.cn,tieba.baidu.com.cn,9.0
passport.126.com,passport.126.com,
caipiao.163.com,caipiao.163.com,
www.lafaso.com,www.lafaso.com,
procmgrex,procmgrex,
www.langlangshu.com,www.langlangshu.com,
www.laoy8.net,www.laoy8.net,
cn.yahoo.com,cn.yahoo.com,
64码高清网络电视,64码高清网络电视,1.0
cFosSpeed,cfosspeed,
comm.dangdang.com,comm.dangdang.com,11.0
ths.yezhao.com,ths.yezhao.com,
buy.51buy.com,buy.51buy.com,
twitter.com,twitter.com,
paoyao,paoyao,
qd,qd,
brand.tmall.com,brand.tmall.com,
music.sogou.com,music.sogou.com,3.0
HDeck,hdeck,
host32,host32,
XCB,xcb,
mapi.alipay.com,mapi.alipay.com,10.0
www.cnblogs.com,www.cnblogs.com,
www.07073.com,www.07073.com,
hotels.ctrip.com,hotels.ctrip.com,
www.cmbc.com.cn,www.cmbc.com.cn,
hpqtra08,hpqtra08,
hpwucli,hpwucli,
GoldenVista,goldenvista,
htt,htt,
www7.intellisurvey.com,www7.intellisurvey.com,
hwcheck,hwcheck,
i.mtime.com,i.mtime.com,
个人版苏州,个人版苏州,
iFunBox,ifunbox,
102.mnwan.com,102.mnwan.com,
www.17u.com,www.17u.com,
DefenderDaemon,defenderdaemon,
secure.brainjuicer.com,secure.brainjuicer.com,
soufun.com,soufun.com,
sp.ktrmr.com,sp.ktrmr.com,
haoetv,haoetv,
www.youxitwo.com,www.youxitwo.com,
graph2010-kb2553371-fullfile-x86-glb,graph2010-kb2553371-fullfile-x86-glb,
Q1Q,q1q,
SysFirePopWnd,sysfirepopwnd,
HamsinClipboard303,hamsinclipboard303,
www.yyets.com,www.yyets.com,
www.zaixian-fanyi.com,www.zaixian-fanyi.com,
sale.etao.com,sale.etao.com,
spss,spss,
hao123.com,hao123.com,
wow.taobao.com,wow.taobao.com,11.0
home.soufun.com,home.soufun.com,
wpa.qq.com,wpa.qq.com,
www.zhongyao365.com,www.zhongyao365.com,
QQ2012beta1,qq2012beta1,
HF,hf,
qqtoolbar:start,qqtoolbar:start,
第五代,第五代,
ww1.sinaimg.cn,ww1.sinaimg.cn,
3DClient,3dclient,
ThunderExternal.exe,thunderexternal,7.0
share.jianghu.taobao.com,share.jianghu.taobao.com,11.0
sjbbs.zol.com.cn,sjbbs.zol.com.cn,9.0
ElfOption,elfoption,
www.66law.cn,www.66law.cn,
Vpn123,vpn123,
site.baidu.com,site.baidu.com,
www.5ykj.com,www.5ykj.com,
js1.eastmoney.com,js1.eastmoney.com,
life.gmw.cn,life.gmw.cn,
VideoSnapshot,videosnapshot,1.0
www.56dy.com,www.56dy.com,
永诚,永诚,
Escort,escort,
www.3lian.com,www.3lian.com,
FileFormatConverters.exe,fileformatconverters,
VAIO Motion Clock SCR2,vaio motion clock scr2,
kf.sf-express.com,kf.sf-express.com,
08152124313344,08152124313344,
kp,kp,
kuaibu,kuaibu,
jkyx.qq.com,jkyx.qq.com,
www.77vcd.com,www.77vcd.com,
